Transaction_Amount,Transaction_Type,Hour,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent,is_night,is_business_hours,high_velocity,new_account,Amount_Category,Transaction_Type_enc,Device_Used_enc,Location_enc,Payment_Method_enc
1053.33,POS Payment,20,Desktop,Seattle,1,26,3,UPI,0,0,0,0,1,High,4,0,7,3
1168.86,Bill Payment,12,Unknown Device,Los Angeles,1,35,1,Net Banking,0,0,1,0,0,High,2,4,3,2
4055.79,ATM Withdrawal,10,Mobile,Miami,3,90,9,Net Banking,0,0,1,0,0,High,0,1,4,2
2511.59,POS Payment,0,Tablet,San Francisco,3,78,10,Debit Card,0,1,0,0,0,High,4,2,6,1
3494.15,Bill Payment,0,Unknown Device,San Francisco,2,11,12,Net Banking,0,1,0,1,1,High,2,4,6,2
2266.51,POS Payment,21,Desktop,Seattle,0,97,5,Debit Card,0,0,0,0,0,High,4,0,7,1
1192.4,POS Payment,12,Mobile,Houston,2,101,10,Credit Card,0,0,1,0,0,High,4,1,2,0
4852.16,ATM Withdrawal,17,Mobile,New York,1,92,10,Credit Card,0,0,1,0,0,High,0,1,5,0
2830.41,Bill Payment,21,Tablet,New York,3,35,13,UPI,1,0,0,1,0,High,2,2,5,3
659.25,POS Payment,9,Mobile,Seattle,4,111,6,Credit Card,0,0,1,0,0,Medium,4,1,7,0
2033.42,ATM Withdrawal,21,Mobile,Unknown,3,57,5,Credit Card,0,0,0,0,0,High,0,1,8,0
1650.04,Bill Payment,12,Mobile,Unknown,3,99,6,Debit Card,0,0,1,0,0,High,2,1,8,1
1074.37,Bank Transfer,19,Unknown,Houston,2,86,3,UPI,0,0,0,0,0,High,1,3,2,3
4667.53,Bill Payment,10,Tablet,New York,3,88,4,Unknown,1,0,1,0,0,High,2,2,5,4
4405.2,POS Payment,12,Desktop,Chicago,4,56,10,Unknown,0,0,1,0,0,High,4,0,1,4
999.74,POS Payment,1,Desktop,Chicago,0,68,5,UPI,0,1,0,0,0,Medium,4,0,1,3
1763.98,Bill Payment,19,Mobile,Houston,4,18,2,Debit Card,0,0,0,0,1,High,2,1,2,1
3812.77,ATM Withdrawal,6,Mobile,Chicago,0,13,10,Credit Card,0,0,0,0,1,High,0,1,1,0
1046.49,Bill Payment,21,Desktop,Houston,4,21,3,UPI,1,0,0,0,1,High,2,0,2,3
2959.87,POS Payment,16,Mobile,Boston,1,25,14,Credit Card,0,0,1,1,1,High,4,1,0,0
3500.47,POS Payment,12,Desktop,Boston,2,90,2,Debit Card,0,0,1,0,0,High,4,0,0,1
2524.1,Online Purchase,16,Unknown,Unknown,3,27,3,Net Banking,0,0,1,0,1,High,3,3,8,2
3533.51,ATM Withdrawal,20,Tablet,New York,4,24,12,Debit Card,0,0,0,1,1,High,0,2,5,1
3534.96,Online Purchase,4,Desktop,Unknown,2,77,13,Credit Card,0,1,0,1,0,High,3,0,8,0
4824.21,POS Payment,15,Mobile,New York,0,85,11,UPI,0,0,1,0,0,High,4,1,5,3
1735.76,ATM Withdrawal,19,Desktop,Miami,2,102,10,Credit Card,0,0,0,0,0,High,0,0,4,0
4393.56,ATM Withdrawal,22,Desktop,Boston,4,83,5,Credit Card,0,1,0,0,0,High,0,0,0,0
113.93,ATM Withdrawal,9,Desktop,New York,4,29,13,Unknown,0,0,1,1,1,Low,0,0,5,4
1444.57,Bill Payment,15,Mobile,New York,2,35,4,Unknown,0,0,1,0,0,High,2,1,5,4
248.04,Bill Payment,5,Tablet,Miami,1,9,1,Credit Card,0,1,0,0,1,Low,2,2,4,0
3257.76,POS Payment,13,Desktop,Houston,1,68,8,Debit Card,0,0,1,0,0,High,4,0,2,1
508.45,ATM Withdrawal,15,Desktop,San Francisco,1,13,7,UPI,0,0,1,0,1,Medium,0,0,6,3
4229.31,ATM Withdrawal,15,Tablet,Houston,4,82,11,Debit Card,0,0,1,0,0,High,0,2,2,1
3234.73,ATM Withdrawal,2,Desktop,Chicago,1,118,5,Net Banking,0,1,0,0,0,High,0,0,1,2
148.93,Bill Payment,3,Mobile,Boston,2,46,7,Debit Card,0,1,0,0,0,Low,2,1,0,1
3575.31,POS Payment,14,Tablet,Miami,0,40,4,Unknown,0,0,1,0,0,High,4,2,4,4
4310.86,ATM Withdrawal,4,Mobile,Boston,0,102,13,Debit Card,0,1,0,1,0,High,0,1,0,1
3307.3,ATM Withdrawal,14,Tablet,Seattle,4,118,2,Debit Card,0,0,1,0,0,High,0,2,7,1
157.47,Bank Transfer,9,Unknown Device,Los Angeles,2,55,4,Credit Card,0,0,1,0,0,Low,1,4,3,0
4290.31,Online Purchase,17,Mobile,Los Angeles,1,63,1,Debit Card,0,0,1,0,0,High,3,1,3,1
3663.66,Bill Payment,18,Desktop,Boston,3,101,14,Credit Card,0,0,0,1,0,High,2,0,0,0
1895.36,Bank Transfer,12,Desktop,New York,3,108,8,UPI,0,0,1,0,0,High,1,0,5,3
1646.51,POS Payment,18,Mobile,Miami,3,35,14,UPI,0,0,0,1,0,High,4,1,4,3
2401.7,Online Purchase,14,Mobile,Miami,0,40,7,UPI,0,0,1,0,0,High,3,1,4,3
4336.17,POS Payment,11,Mobile,San Francisco,0,50,10,Credit Card,0,0,1,0,0,High,4,1,6,0
1264.04,Bill Payment,22,Desktop,Boston,3,65,3,UPI,0,1,0,0,0,High,2,0,0,3
509.31,POS Payment,22,Desktop,Houston,0,102,11,Credit Card,0,1,0,0,0,Medium,4,0,2,0
4323.86,ATM Withdrawal,22,Mobile,Seattle,3,29,3,UPI,0,1,0,0,1,High,0,1,7,3
136.32,ATM Withdrawal,4,Desktop,New York,3,31,14,Net Banking,0,1,0,1,0,Low,0,0,5,2
4555.43,POS Payment,10,Mobile,Unknown,4,109,6,Net Banking,0,0,1,0,0,High,4,1,8,2
1532.2,POS Payment,3,Desktop,Los Angeles,1,20,9,Credit Card,0,1,0,0,1,High,4,0,3,0
2543.57,POS Payment,21,Mobile,Boston,4,22,9,Credit Card,0,0,0,0,1,High,4,1,0,0
665.82,POS Payment,8,Desktop,New York,4,8,14,UPI,0,0,0,1,1,Medium,4,0,5,3
4511.76,ATM Withdrawal,14,Tablet,Boston,0,78,9,Credit Card,0,0,1,0,0,High,0,2,0,0
3750.43,Bank Transfer,21,Mobile,Miami,1,47,13,Debit Card,0,0,0,1,0,High,1,1,4,1
4621.16,Bank Transfer,13,Mobile,San Francisco,1,101,5,Net Banking,0,0,1,0,0,High,1,1,6,2
3417.73,POS Payment,14,Mobile,Unknown,1,48,7,Debit Card,0,0,1,0,0,High,4,1,8,1
927.55,POS Payment,5,Unknown,Miami,3,58,6,Credit Card,0,1,0,0,0,Medium,4,3,4,0
1544.79,Online Purchase,13,Mobile,Seattle,0,112,7,Unknown,0,0,1,0,0,High,3,1,7,4
2436.81,POS Payment,20,Desktop,New York,0,24,7,Debit Card,1,0,0,0,1,High,4,0,5,1
3038.25,Bank Transfer,22,Desktop,New York,4,77,2,Unknown,0,1,0,0,0,High,1,0,5,4
4632.66,Bill Payment,12,Tablet,San Francisco,3,7,6,Net Banking,0,0,1,0,1,High,2,2,6,2
1922.84,Bill Payment,2,Tablet,Chicago,4,95,13,Unknown,0,1,0,1,0,High,2,2,1,4
3516.84,POS Payment,5,Tablet,Boston,2,10,1,Debit Card,0,1,0,0,1,High,4,2,0,1
4805.24,POS Payment,5,Tablet,Los Angeles,2,60,14,Net Banking,0,1,0,1,0,High,4,2,3,2
766.11,Bill Payment,5,Unknown,Unknown,4,94,4,Debit Card,0,1,0,0,0,Medium,2,3,8,1
4314.23,Online Purchase,4,Desktop,Miami,1,26,4,Credit Card,0,1,0,0,1,High,3,0,4,0
2106.43,Bank Transfer,15,Tablet,Boston,4,40,6,Credit Card,0,0,1,0,0,High,1,2,0,0
2524.1,POS Payment,5,Tablet,Seattle,0,20,6,UPI,0,1,0,0,1,High,4,2,7,3
2524.1,POS Payment,16,Desktop,San Francisco,4,4,3,Net Banking,0,0,1,0,1,High,4,0,6,2
1673.25,Online Purchase,0,Mobile,Miami,1,28,9,Net Banking,0,1,0,0,1,High,3,1,4,2
140.53,Bank Transfer,14,Desktop,Unknown,4,61,1,UPI,0,0,1,0,0,Low,1,0,8,3
4857.16,POS Payment,6,Unknown Device,San Francisco,1,35,12,Net Banking,0,0,0,1,0,High,4,4,6,2
4068.2,Bank Transfer,2,Mobile,Boston,2,23,13,Net Banking,0,1,0,1,1,High,1,1,0,2
474.12,Bank Transfer,23,Desktop,Miami,0,29,14,Credit Card,0,1,0,1,1,Low,1,0,4,0
4997.55,Bill Payment,18,Desktop,Seattle,2,82,4,Debit Card,0,0,0,0,0,High,2,0,7,1
3027.1,POS Payment,2,Desktop,San Francisco,2,36,7,Credit Card,0,1,0,0,0,High,4,0,6,0
4269.37,Bill Payment,20,Tablet,Los Angeles,3,76,7,UPI,0,0,0,0,0,High,2,2,3,3
337.97,Bank Transfer,12,Tablet,Boston,0,22,1,Net Banking,0,0,1,0,1,Low,1,2,0,2
1950.31,POS Payment,4,Desktop,New York,0,89,4,Debit Card,0,1,0,0,0,High,4,0,5,1
3349.91,ATM Withdrawal,22,Desktop,Boston,3,114,6,UPI,0,1,0,0,0,High,0,0,0,3
536.64,ATM Withdrawal,23,Desktop,Seattle,4,59,3,Debit Card,0,1,0,0,0,Medium,0,0,7,1
2447.07,Online Purchase,18,Tablet,Miami,0,105,12,Net Banking,0,0,0,1,0,High,3,2,4,2
2216.18,Bill Payment,0,Mobile,Miami,4,18,4,Debit Card,0,1,0,0,1,High,2,1,4,1
1084.12,Bank Transfer,12,Desktop,Miami,1,41,10,UPI,0,0,1,0,0,High,1,0,4,3
1504.85,ATM Withdrawal,7,Tablet,Los Angeles,3,13,9,Net Banking,0,0,0,0,1,High,0,2,3,2
4835.76,POS Payment,1,Desktop,Los Angeles,1,58,4,Net Banking,0,1,0,0,0,High,4,0,3,2
1446.8,Bank Transfer,5,Desktop,New York,1,43,9,Credit Card,0,1,0,0,0,High,1,0,5,0
1071.06,Online Purchase,8,Tablet,Houston,3,106,9,Credit Card,0,0,0,0,0,High,3,2,2,0
2683.36,Bank Transfer,12,Tablet,Miami,1,5,5,Credit Card,0,0,1,0,1,High,1,2,4,0
3356.44,Online Purchase,6,Mobile,Los Angeles,3,50,6,Debit Card,0,0,0,0,0,High,3,1,3,1
3626.84,Bank Transfer,0,Tablet,Boston,1,116,8,Net Banking,0,1,0,0,0,High,1,2,0,2
3772.46,POS Payment,0,Mobile,Houston,0,101,2,Unknown,0,1,0,0,0,High,4,1,2,4
188.98,Bill Payment,1,Mobile,Chicago,1,110,1,Unknown,0,1,0,0,0,Low,2,1,1,4
1971.83,ATM Withdrawal,14,Mobile,Miami,1,97,11,Net Banking,0,0,1,0,0,High,0,1,4,2
3870.92,Bank Transfer,1,Mobile,New York,4,68,6,Credit Card,0,1,0,0,0,High,1,1,5,0
4524.74,Bank Transfer,6,Unknown Device,Miami,1,62,2,Credit Card,0,0,0,0,0,High,1,4,4,0
3012.99,POS Payment,18,Desktop,San Francisco,2,73,12,Debit Card,0,0,0,1,0,High,4,0,6,1
266.27,POS Payment,13,Mobile,Houston,3,64,9,Net Banking,0,0,1,0,0,Low,4,1,2,2
1986.25,ATM Withdrawal,6,Unknown,Houston,1,62,8,Net Banking,0,0,0,0,0,High,0,3,2,2
375.76,Bank Transfer,9,Desktop,New York,3,76,13,Net Banking,0,0,1,1,0,Low,1,0,5,2
3743.95,POS Payment,9,Desktop,Houston,4,60,8,Unknown,0,0,1,0,0,High,4,0,2,4
322.21,Bill Payment,9,Mobile,Houston,3,7,7,Net Banking,0,0,1,0,1,Low,2,1,2,2
932.73,Online Purchase,5,Mobile,Unknown,0,119,12,UPI,0,1,0,1,0,Medium,3,1,8,3
2524.1,Online Purchase,15,Desktop,New York,0,46,6,Net Banking,1,0,1,0,0,High,3,0,5,2
2315.93,POS Payment,2,Mobile,Seattle,1,58,12,UPI,1,1,0,1,0,High,4,1,7,3
2035.38,ATM Withdrawal,19,Unknown,Houston,4,66,14,UPI,0,0,0,1,0,High,0,3,2,3
2319.67,POS Payment,7,Tablet,San Francisco,0,101,14,Debit Card,0,0,0,1,0,High,4,2,6,1
3567.63,POS Payment,19,Unknown,Chicago,1,39,4,Credit Card,0,0,0,0,0,High,4,3,1,0
1849.5,Online Purchase,8,Desktop,San Francisco,2,108,3,Debit Card,0,0,0,0,0,High,3,0,6,1
2741.01,POS Payment,22,Mobile,Unknown,3,39,10,UPI,0,1,0,0,0,High,4,1,8,3
1520.33,ATM Withdrawal,12,Tablet,San Francisco,1,60,11,Debit Card,0,0,1,0,0,High,0,2,6,1
1771.37,Online Purchase,17,Desktop,Los Angeles,1,111,3,Debit Card,0,0,1,0,0,High,3,0,3,1
3070.93,Online Purchase,20,Desktop,Seattle,1,61,13,UPI,0,0,0,1,0,High,3,0,7,3
2455.02,Online Purchase,15,Tablet,Chicago,2,33,9,Debit Card,0,0,1,0,0,High,3,2,1,1
3616.57,Bill Payment,1,Mobile,Los Angeles,1,16,9,UPI,0,1,0,0,1,High,2,1,3,3
2804.89,Bank Transfer,23,Mobile,San Francisco,3,110,1,UPI,0,1,0,0,0,High,1,1,6,3
4018.85,POS Payment,18,Desktop,Chicago,3,104,1,Net Banking,1,0,0,0,0,High,4,0,1,2
2219.82,Bill Payment,16,Unknown Device,Seattle,1,42,9,UPI,0,0,1,0,0,High,2,4,7,3
2457.71,POS Payment,3,Tablet,Los Angeles,4,94,14,Net Banking,0,1,0,1,0,High,4,2,3,2
3351.51,ATM Withdrawal,8,Mobile,Seattle,0,33,2,Net Banking,0,0,0,0,0,High,0,1,7,2
2524.1,Bank Transfer,18,Tablet,Boston,1,106,2,Debit Card,0,0,0,0,0,High,1,2,0,1
1932.72,POS Payment,1,Mobile,Los Angeles,2,91,9,Credit Card,0,1,0,0,0,High,4,1,3,0
3126.08,POS Payment,17,Mobile,Houston,0,13,1,Net Banking,0,0,1,0,1,High,4,1,2,2
149.24,Bank Transfer,1,Mobile,Unknown,3,105,6,Unknown,0,1,0,0,0,Low,1,1,8,4
2187.67,ATM Withdrawal,17,Unknown Device,Boston,2,32,12,Debit Card,0,0,1,1,0,High,0,4,0,1
2996.26,ATM Withdrawal,2,Unknown,Unknown,4,23,6,UPI,0,1,0,0,1,High,0,3,8,3
4837.04,POS Payment,19,Mobile,New York,0,72,13,Net Banking,0,0,0,1,0,High,4,1,5,2
4385.7,Bank Transfer,12,Tablet,Boston,2,94,3,Debit Card,0,0,1,0,0,High,1,2,0,1
1407.31,Online Purchase,19,Mobile,Boston,0,55,9,Debit Card,0,0,0,0,0,High,3,1,0,1
2538.51,Online Purchase,14,Mobile,Seattle,4,17,1,Net Banking,0,0,1,0,1,High,3,1,7,2
286.79,Bill Payment,13,Mobile,Houston,0,108,11,Credit Card,0,0,1,0,0,Low,2,1,2,0
1207.57,Bank Transfer,0,Tablet,Chicago,1,32,8,Unknown,0,1,0,0,0,High,1,2,1,4
3875.41,ATM Withdrawal,4,Mobile,Boston,3,17,13,Unknown,0,1,0,1,1,High,0,1,0,4
620.95,Bill Payment,2,Desktop,San Francisco,3,73,11,UPI,0,1,0,0,0,Medium,2,0,6,3
1292.16,ATM Withdrawal,13,Desktop,San Francisco,0,91,5,Debit Card,0,0,1,0,0,High,0,0,6,1
4720.49,Bill Payment,11,Mobile,Los Angeles,1,104,10,UPI,0,0,1,0,0,High,2,1,3,3
4120.16,ATM Withdrawal,5,Desktop,Boston,2,109,4,UPI,0,1,0,0,0,High,0,0,0,3
3910.23,POS Payment,19,Mobile,San Francisco,0,19,12,Debit Card,0,0,0,1,1,High,4,1,6,1
4323.46,ATM Withdrawal,17,Desktop,Houston,1,12,5,Debit Card,0,0,1,0,1,High,0,0,2,1
3749.28,Bank Transfer,8,Tablet,Chicago,2,24,7,Net Banking,0,0,0,0,1,High,1,2,1,2
607.33,Bill Payment,15,Desktop,San Francisco,1,21,5,Unknown,0,0,1,0,1,Medium,2,0,6,4
2585.22,Online Purchase,2,Mobile,Los Angeles,4,47,10,Debit Card,0,1,0,0,0,High,3,1,3,1
2224,POS Payment,12,Unknown Device,New York,3,106,11,Debit Card,0,0,1,0,0,High,4,4,5,1
1559.2,ATM Withdrawal,10,Mobile,San Francisco,4,119,13,Debit Card,0,0,1,1,0,High,0,1,6,1
4171.03,Online Purchase,17,Tablet,Chicago,1,40,4,Debit Card,0,0,1,0,0,High,3,2,1,1
2323.38,Bill Payment,9,Mobile,Miami,0,65,6,Credit Card,0,0,1,0,0,High,2,1,4,0
306.19,POS Payment,10,Mobile,Seattle,1,103,7,Debit Card,0,0,1,0,0,Low,4,1,7,1
1378.45,POS Payment,7,Mobile,Miami,0,64,1,Credit Card,0,0,0,0,0,High,4,1,4,0
1146.96,POS Payment,9,Tablet,Chicago,3,48,14,Debit Card,0,0,1,1,0,High,4,2,1,1
4437.96,Online Purchase,15,Mobile,Boston,1,110,9,Net Banking,0,0,1,0,0,High,3,1,0,2
3238.95,Bill Payment,11,Mobile,New York,2,65,4,Credit Card,0,0,1,0,0,High,2,1,5,0
2804.08,ATM Withdrawal,10,Mobile,Boston,2,70,11,Debit Card,0,0,1,0,0,High,0,1,0,1
2535.71,Bill Payment,12,Tablet,Chicago,3,19,13,Net Banking,0,0,1,1,1,High,2,2,1,2
3252.31,POS Payment,21,Mobile,New York,3,43,13,Unknown,0,0,0,1,0,High,4,1,5,4
3775.6,Bill Payment,22,Tablet,Chicago,1,100,9,Credit Card,0,1,0,0,0,High,2,2,1,0
2524.1,ATM Withdrawal,11,Tablet,Houston,0,7,4,Credit Card,0,0,1,0,1,High,0,2,2,0
4691.74,Bill Payment,10,Tablet,San Francisco,2,119,1,Debit Card,0,0,1,0,0,High,2,2,6,1
4884.29,POS Payment,8,Mobile,Houston,1,109,5,Debit Card,0,0,0,0,0,High,4,1,2,1
4976.73,POS Payment,23,Tablet,Houston,0,92,1,UPI,0,1,0,0,0,High,4,2,2,3
3348.61,ATM Withdrawal,5,Desktop,Chicago,4,44,14,Credit Card,0,1,0,1,0,High,0,0,1,0
4663.44,Bank Transfer,16,Desktop,Chicago,4,16,6,Credit Card,0,0,1,0,1,High,1,0,1,0
2025.38,Bill Payment,7,Unknown,New York,3,8,14,Net Banking,0,0,0,1,1,High,2,3,5,2
4298.66,POS Payment,12,Tablet,Boston,1,60,3,Debit Card,0,0,1,0,0,High,4,2,0,1
4546.33,Bill Payment,5,Tablet,Boston,4,28,11,Credit Card,0,1,0,0,1,High,2,2,0,0
4521.18,ATM Withdrawal,17,Mobile,San Francisco,3,98,7,Unknown,0,0,1,0,0,High,0,1,6,4
4155.08,Online Purchase,15,Tablet,Seattle,2,75,4,UPI,0,0,1,0,0,High,3,2,7,3
2035.96,Online Purchase,23,Mobile,Miami,4,37,11,Debit Card,0,1,0,0,0,High,3,1,4,1
798.74,POS Payment,3,Mobile,Boston,4,6,14,Debit Card,0,1,0,1,1,Medium,4,1,0,1
1673.11,ATM Withdrawal,7,Mobile,New York,0,65,11,Credit Card,0,0,0,0,0,High,0,1,5,0
3837.61,ATM Withdrawal,6,Mobile,San Francisco,0,62,12,Net Banking,0,0,0,1,0,High,0,1,6,2
1168.26,Bill Payment,7,Desktop,Chicago,4,81,12,UPI,0,0,0,1,0,High,2,0,1,3
2393.97,POS Payment,17,Tablet,Los Angeles,1,8,9,Debit Card,0,0,1,0,1,High,4,2,3,1
2829.17,Online Purchase,15,Desktop,Miami,1,48,8,Credit Card,0,0,1,0,0,High,3,0,4,0
3021.27,ATM Withdrawal,22,Desktop,San Francisco,4,25,1,Debit Card,0,1,0,0,1,High,0,0,6,1
4678.95,ATM Withdrawal,7,Tablet,Los Angeles,1,29,3,Net Banking,0,0,0,0,1,High,0,2,3,2
3309.16,Online Purchase,13,Mobile,Miami,2,116,12,Credit Card,0,0,1,1,0,High,3,1,4,0
3932.56,Bill Payment,18,Desktop,San Francisco,4,74,12,UPI,0,0,0,1,0,High,2,0,6,3
2911.48,Bill Payment,6,Mobile,Seattle,1,59,1,Debit Card,0,0,0,0,0,High,2,1,7,1
4168.73,Bill Payment,6,Desktop,Boston,1,107,2,UPI,0,0,0,0,0,High,2,0,0,3
1322,Bill Payment,2,Desktop,Boston,2,75,2,Net Banking,0,1,0,0,0,High,2,0,0,2
1053.34,POS Payment,12,Mobile,Chicago,4,37,14,Debit Card,0,0,1,1,0,High,4,1,1,1
4631.97,Bill Payment,4,Tablet,Miami,3,51,3,Unknown,0,1,0,0,0,High,2,2,4,4
3468.94,Bill Payment,15,Desktop,San Francisco,4,55,10,Debit Card,0,0,1,0,0,High,2,0,6,1
3359.27,POS Payment,5,Mobile,Miami,0,27,2,Net Banking,0,1,0,0,1,High,4,1,4,2
2339.14,ATM Withdrawal,10,Desktop,Miami,2,43,1,Unknown,0,0,1,0,0,High,0,0,4,4
1886.6,Bank Transfer,20,Tablet,Boston,1,87,11,Net Banking,0,0,0,0,0,High,1,2,0,2
2780.68,Bill Payment,11,Desktop,San Francisco,2,20,4,Credit Card,0,0,1,0,1,High,2,0,6,0
607.23,Bank Transfer,3,Tablet,Houston,1,40,9,Net Banking,0,1,0,0,0,Medium,1,2,2,2
2276.29,Online Purchase,10,Mobile,Boston,1,112,10,UPI,0,0,1,0,0,High,3,1,0,3
2279.56,Bank Transfer,12,Mobile,Chicago,2,25,2,Debit Card,0,0,1,0,1,High,1,1,1,1
2693.99,Online Purchase,12,Mobile,Seattle,3,78,10,Net Banking,0,0,1,0,0,High,3,1,7,2
3175.25,Bank Transfer,5,Tablet,Houston,3,88,5,Debit Card,0,1,0,0,0,High,1,2,2,1
4786.81,Bill Payment,20,Mobile,New York,0,7,14,UPI,0,0,0,1,1,High,2,1,5,3
3262.58,Bank Transfer,12,Tablet,Seattle,1,114,8,Net Banking,0,0,1,0,0,High,1,2,7,2
4419.21,ATM Withdrawal,3,Tablet,Unknown,3,105,5,UPI,0,1,0,0,0,High,0,2,8,3
2783.74,Bank Transfer,7,Tablet,Houston,0,97,12,UPI,0,0,0,1,0,High,1,2,2,3
3136.5,Online Purchase,8,Desktop,New York,1,10,11,Unknown,0,0,0,0,1,High,3,0,5,4
353.84,ATM Withdrawal,9,Mobile,Los Angeles,2,14,13,Credit Card,0,0,1,1,1,Low,0,1,3,0
670.65,Bank Transfer,23,Tablet,Seattle,1,69,7,Credit Card,0,1,0,0,0,Medium,1,2,7,0
2900.45,Online Purchase,2,Mobile,San Francisco,4,83,2,Debit Card,0,1,0,0,0,High,3,1,6,1
1981.59,Online Purchase,18,Tablet,New York,2,96,13,Credit Card,0,0,0,1,0,High,3,2,5,0
3995.06,Bill Payment,20,Unknown,Boston,2,54,2,Debit Card,0,0,0,0,0,High,2,3,0,1
2524.1,Online Purchase,6,Mobile,New York,0,3,10,Net Banking,1,0,0,0,1,High,3,1,5,2
4412.04,ATM Withdrawal,1,Desktop,Chicago,1,23,8,Debit Card,0,1,0,0,1,High,0,0,1,1
4861.8,POS Payment,12,Tablet,Chicago,1,98,13,Unknown,0,0,1,1,0,High,4,2,1,4
742.44,Online Purchase,21,Tablet,Boston,1,76,3,UPI,0,0,0,0,0,Medium,3,2,0,3
1977.16,ATM Withdrawal,16,Desktop,Unknown,2,94,6,Net Banking,0,0,1,0,0,High,0,0,8,2
3326.58,POS Payment,9,Tablet,San Francisco,4,27,12,UPI,0,0,1,1,1,High,4,2,6,3
1530.92,Bank Transfer,12,Desktop,Chicago,0,65,5,UPI,0,0,1,0,0,High,1,0,1,3
49997.8,Online Purchase,0,Mobile,San Francisco,0,55,11,UPI,0,1,0,0,0,Very High,3,1,6,3
4069.62,Bill Payment,19,Mobile,Los Angeles,1,47,3,Debit Card,0,0,0,0,0,High,2,1,3,1
4901.99,Bank Transfer,22,Mobile,San Francisco,1,32,9,UPI,0,1,0,0,0,High,1,1,6,3
3870.15,Bill Payment,3,Tablet,New York,2,115,7,UPI,0,1,0,0,0,High,2,2,5,3
2620.76,ATM Withdrawal,4,Desktop,Miami,1,114,3,Debit Card,0,1,0,0,0,High,0,0,4,1
2215.34,ATM Withdrawal,5,Desktop,Los Angeles,1,106,13,Debit Card,0,1,0,1,0,High,0,0,3,1
2700.54,POS Payment,13,Desktop,San Francisco,1,65,3,Debit Card,0,0,1,0,0,High,4,0,6,1
2316.88,Bill Payment,12,Tablet,Houston,2,33,13,Credit Card,0,0,1,1,0,High,2,2,2,0
2516.93,ATM Withdrawal,20,Mobile,New York,0,50,2,Credit Card,0,0,0,0,0,High,0,1,5,0
1021.25,Bill Payment,15,Tablet,Boston,3,35,1,Net Banking,0,0,1,0,0,High,2,2,0,2
4519.19,ATM Withdrawal,5,Desktop,Boston,0,17,3,Debit Card,0,1,0,0,1,High,0,0,0,1
3773.9,Bill Payment,18,Desktop,Miami,4,82,11,Net Banking,0,0,0,0,0,High,2,0,4,2
3406.48,POS Payment,22,Tablet,Miami,1,58,1,Debit Card,0,1,0,0,0,High,4,2,4,1
2524.1,Bank Transfer,12,Desktop,San Francisco,2,67,2,Net Banking,0,0,1,0,0,High,1,0,6,2
1425.55,Online Purchase,15,Desktop,Chicago,3,99,2,Net Banking,0,0,1,0,0,High,3,0,1,2
410.39,ATM Withdrawal,7,Mobile,New York,1,82,5,Credit Card,0,0,0,0,0,Low,0,1,5,0
4131.56,Bill Payment,12,Desktop,Miami,0,67,13,Net Banking,0,0,1,1,0,High,2,0,4,2
4992.09,ATM Withdrawal,14,Mobile,New York,4,11,8,UPI,0,0,1,0,1,High,0,1,5,3
2894.27,ATM Withdrawal,22,Tablet,Boston,2,4,5,Debit Card,0,1,0,0,1,High,0,2,0,1
298.75,Online Purchase,2,Desktop,Los Angeles,3,26,12,UPI,0,1,0,1,1,Low,3,0,3,3
3903.44,POS Payment,2,Unknown Device,Boston,2,73,2,Unknown,0,1,0,0,0,High,4,4,0,4
49997.8,Online Purchase,3,Desktop,Houston,2,57,8,Net Banking,0,1,0,0,0,Very High,3,0,2,2
2702.37,Bank Transfer,11,Tablet,Los Angeles,4,9,11,Credit Card,0,0,1,0,1,High,1,2,3,0
1391.27,Bank Transfer,11,Desktop,Los Angeles,0,103,2,UPI,0,0,1,0,0,High,1,0,3,3
4575.56,Bank Transfer,22,Tablet,Miami,1,107,14,Debit Card,0,1,0,1,0,High,1,2,4,1
2524.1,Bank Transfer,3,Mobile,San Francisco,1,92,7,Unknown,0,1,0,0,0,High,1,1,6,4
4492.82,Bank Transfer,4,Desktop,Los Angeles,4,9,12,UPI,0,1,0,1,1,High,1,0,3,3
1498.91,Bill Payment,1,Unknown Device,Los Angeles,2,63,3,Credit Card,0,1,0,0,0,High,2,4,3,0
1939.88,ATM Withdrawal,15,Tablet,Los Angeles,4,112,6,Credit Card,0,0,1,0,0,High,0,2,3,0
4735.86,Bill Payment,21,Unknown,Houston,1,113,5,Credit Card,0,0,0,0,0,High,2,3,2,0
1010.57,Bill Payment,17,Desktop,San Francisco,0,70,6,Net Banking,0,0,1,0,0,High,2,0,6,2
2894.61,Online Purchase,23,Desktop,Houston,4,107,3,UPI,0,1,0,0,0,High,3,0,2,3
1945.61,Online Purchase,10,Tablet,Seattle,0,118,12,Credit Card,0,0,1,1,0,High,3,2,7,0
3871.96,Bill Payment,6,Desktop,Boston,0,53,1,Debit Card,0,0,0,0,0,High,2,0,0,1
650.84,Bank Transfer,10,Tablet,New York,3,72,12,Credit Card,0,0,1,1,0,Medium,1,2,5,0
2524.1,POS Payment,19,Unknown Device,Los Angeles,1,26,6,Net Banking,0,0,0,0,1,High,4,4,3,2
3496.17,ATM Withdrawal,3,Tablet,Seattle,1,69,11,Debit Card,0,1,0,0,0,High,0,2,7,1
